,Event,Catalog,Detector_short,Detector,Data_source,Sample_rate,Duration,Time_start,Url
318,GW191204_110529,GWTC-3-confident,H,H1,GWOSC,16384.0,32.0,1259492732.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW191204_110529/v1/H-H1_GWOSC_16KHZ_R1-1259492732-32.hdf5
319,GW191204_110529,GWTC-3-confident,H,H1,GWOSC,16384.0,4096.0,1259490700.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW191204_110529/v1/H-H1_GWOSC_16KHZ_R1-1259490700-4096.hdf5
320,GW191204_110529,GWTC-3-confident,L,L1,GWOSC,16384.0,32.0,1259492732.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW191204_110529/v1/L-L1_GWOSC_16KHZ_R1-1259492732-32.hdf5
321,GW191204_110529,GWTC-3-confident,L,L1,GWOSC,16384.0,4096.0,1259490700.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW191204_110529/v1/L-L1_GWOSC_16KHZ_R1-1259490700-4096.hdf5
322,GW191204_171526,GWTC-3-confident,H,H1,GWOSC,16384.0,32.0,1259514928.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW191204_171526/v1/H-H1_GWOSC_16KHZ_R1-1259514928-32.hdf5
323,GW191204_171526,GWTC-3-confident,H,H1,GWOSC,16384.0,4096.0,1259512896.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW191204_171526/v1/H-H1_GWOSC_16KHZ_R1-1259512896-4096.hdf5
324,GW191204_171526,GWTC-3-confident,L,L1,GWOSC,16384.0,32.0,1259514928.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW191204_171526/v1/L-L1_GWOSC_16KHZ_R1-1259514928-32.hdf5
325,GW191204_171526,GWTC-3-confident,L,L1,GWOSC,16384.0,4096.0,1259512896.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW191204_171526/v1/L-L1_GWOSC_16KHZ_R1-1259512896-4096.hdf5
326,GW191215_223052,GWTC-3-confident,H,H1,GWOSC,16384.0,32.0,1260484255.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW191215_223052/v1/H-H1_GWOSC_16KHZ_R1-1260484255-32.hdf5
327,GW191215_223052,GWTC-3-confident,H,H1,GWOSC,16384.0,4096.0,1260482223.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW191215_223052/v1/H-H1_GWOSC_16KHZ_R1-1260482223-4096.hdf5
328,GW191215_223052,GWTC-3-confident,L,L1,GWOSC,16384.0,32.0,1260484255.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW191215_223052/v1/L-L1_GWOSC_16KHZ_R1-1260484255-32.hdf5
329,GW191215_223052,GWTC-3-confident,L,L1,GWOSC,16384.0,4096.0,1260482223.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW191215_223052/v1/L-L1_GWOSC_16KHZ_R1-1260482223-4096.hdf5
330,GW191215_223052,GWTC-3-confident,V,V1,GWOSC,16384.0,32.0,1260484255.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW191215_223052/v1/V-V1_GWOSC_16KHZ_R1-1260484255-32.hdf5
331,GW191215_223052,GWTC-3-confident,V,V1,GWOSC,16384.0,4096.0,1260482223.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW191215_223052/v1/V-V1_GWOSC_16KHZ_R1-1260482223-4096.hdf5
332,GW191216_213338,GWTC-3-confident,H,H1,GWOSC,16384.0,32.0,1260567221.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW191216_213338/v1/H-H1_GWOSC_16KHZ_R1-1260567221-32.hdf5
333,GW191216_213338,GWTC-3-confident,H,H1,GWOSC,16384.0,4096.0,1260565189.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW191216_213338/v1/H-H1_GWOSC_16KHZ_R1-1260565189-4096.hdf5
334,GW191216_213338,GWTC-3-confident,V,V1,GWOSC,16384.0,32.0,1260567221.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW191216_213338/v1/V-V1_GWOSC_16KHZ_R1-1260567221-32.hdf5
335,GW191216_213338,GWTC-3-confident,V,V1,GWOSC,16384.0,4096.0,1260565189.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW191216_213338/v1/V-V1_GWOSC_16KHZ_R1-1260565189-4096.hdf5
336,GW191219_163120,GWTC-3-confident,H,H1,GWOSC,16384.0,32.0,1260808283.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW191219_163120/v1/H-H1_GWOSC_16KHZ_R1-1260808283-32.hdf5
337,GW191219_163120,GWTC-3-confident,H,H1,GWOSC,16384.0,4096.0,1260806251.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW191219_163120/v1/H-H1_GWOSC_16KHZ_R1-1260806251-4096.hdf5
338,GW191219_163120,GWTC-3-confident,L,L1,GWOSC,16384.0,32.0,1260808283.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW191219_163120/v1/L-L1_GWOSC_16KHZ_R1-1260808283-32.hdf5
339,GW191219_163120,GWTC-3-confident,L,L1,GWOSC,16384.0,4096.0,1260806251.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW191219_163120/v1/L-L1_GWOSC_16KHZ_R1-1260806251-4096.hdf5
340,GW191219_163120,GWTC-3-confident,V,V1,GWOSC,16384.0,32.0,1260808283.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW191219_163120/v1/V-V1_GWOSC_16KHZ_R1-1260808283-32.hdf5
341,GW191219_163120,GWTC-3-confident,V,V1,GWOSC,16384.0,4096.0,1260806251.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW191219_163120/v1/V-V1_GWOSC_16KHZ_R1-1260806251-4096.hdf5
342,GW191222_033537,GWTC-3-confident,H,H1,GWOSC,16384.0,32.0,1261020940.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW191222_033537/v1/H-H1_GWOSC_16KHZ_R1-1261020940-32.hdf5
343,GW191222_033537,GWTC-3-confident,H,H1,GWOSC,16384.0,4096.0,1261018908.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW191222_033537/v1/H-H1_GWOSC_16KHZ_R1-1261018908-4096.hdf5
344,GW191222_033537,GWTC-3-confident,L,L1,GWOSC,16384.0,32.0,1261020940.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW191222_033537/v1/L-L1_GWOSC_16KHZ_R1-1261020940-32.hdf5
345,GW191222_033537,GWTC-3-confident,L,L1,GWOSC,16384.0,4096.0,1261018908.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW191222_033537/v1/L-L1_GWOSC_16KHZ_R1-1261018908-4096.hdf5
346,GW191230_180458,GWTC-3-confident,H,H1,GWOSC,16384.0,32.0,1261764301.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW191230_180458/v1/H-H1_GWOSC_16KHZ_R1-1261764301-32.hdf5
347,GW191230_180458,GWTC-3-confident,H,H1,GWOSC,16384.0,4096.0,1261762269.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW191230_180458/v1/H-H1_GWOSC_16KHZ_R1-1261762269-4096.hdf5
348,GW191230_180458,GWTC-3-confident,L,L1,GWOSC,16384.0,32.0,1261764301.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW191230_180458/v1/L-L1_GWOSC_16KHZ_R1-1261764301-32.hdf5
349,GW191230_180458,GWTC-3-confident,L,L1,GWOSC,16384.0,4096.0,1261762269.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW191230_180458/v1/L-L1_GWOSC_16KHZ_R1-1261762269-4096.hdf5
350,GW191230_180458,GWTC-3-confident,V,V1,GWOSC,16384.0,32.0,1261764301.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW191230_180458/v1/V-V1_GWOSC_16KHZ_R1-1261764301-32.hdf5
351,GW191230_180458,GWTC-3-confident,V,V1,GWOSC,16384.0,4096.0,1261762269.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW191230_180458/v1/V-V1_GWOSC_16KHZ_R1-1261762269-4096.hdf5
352,GW200112_155838,GWTC-3-confident,L,L1,GWOSC,16384.0,32.0,1262879920.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200112_155838/v1/L-L1_GWOSC_16KHZ_R1-1262879920-32.hdf5
353,GW200112_155838,GWTC-3-confident,L,L1,GWOSC,16384.0,4096.0,1262877888.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200112_155838/v1/L-L1_GWOSC_16KHZ_R1-1262877888-4096.hdf5
354,GW200112_155838,GWTC-3-confident,V,V1,GWOSC,16384.0,32.0,1262879920.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200112_155838/v1/V-V1_GWOSC_16KHZ_R1-1262879920-32.hdf5
355,GW200112_155838,GWTC-3-confident,V,V1,GWOSC,16384.0,4096.0,1262877888.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200112_155838/v1/V-V1_GWOSC_16KHZ_R1-1262877888-4096.hdf5
356,GW200115_042309,GWTC-3-confident,H,H1,GWOSC,16384.0,32.0,1263097392.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200115_042309/v2/H-H1_GWOSC_16KHZ_R1-1263097392-32.hdf5
357,GW200115_042309,GWTC-3-confident,H,H1,GWOSC,16384.0,4096.0,1263095360.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200115_042309/v2/H-H1_GWOSC_16KHZ_R1-1263095360-4096.hdf5
358,GW200115_042309,GWTC-3-confident,L,L1,GWOSC,16384.0,32.0,1263097392.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200115_042309/v2/L-L1_GWOSC_16KHZ_R1-1263097392-32.hdf5
359,GW200115_042309,GWTC-3-confident,L,L1,GWOSC,16384.0,4096.0,1263095360.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200115_042309/v2/L-L1_GWOSC_16KHZ_R1-1263095360-4096.hdf5
360,GW200115_042309,GWTC-3-confident,V,V1,GWOSC,16384.0,32.0,1263097392.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200115_042309/v2/V-V1_GWOSC_16KHZ_R1-1263097392-32.hdf5
361,GW200115_042309,GWTC-3-confident,V,V1,GWOSC,16384.0,4096.0,1263095360.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200115_042309/v2/V-V1_GWOSC_16KHZ_R1-1263095360-4096.hdf5
362,GW200128_022011,GWTC-3-confident,H,H1,GWOSC,16384.0,32.0,1264213214.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200128_022011/v1/H-H1_GWOSC_16KHZ_R1-1264213214-32.hdf5
363,GW200128_022011,GWTC-3-confident,H,H1,GWOSC,16384.0,4096.0,1264211182.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200128_022011/v1/H-H1_GWOSC_16KHZ_R1-1264211182-4096.hdf5
364,GW200128_022011,GWTC-3-confident,L,L1,GWOSC,16384.0,32.0,1264213214.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200128_022011/v1/L-L1_GWOSC_16KHZ_R1-1264213214-32.hdf5
365,GW200128_022011,GWTC-3-confident,L,L1,GWOSC,16384.0,4096.0,1264211182.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200128_022011/v1/L-L1_GWOSC_16KHZ_R1-1264211182-4096.hdf5
366,GW200129_065458,GWTC-3-confident,H,H1,GWOSC,16384.0,32.0,1264316101.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200129_065458/v1/H-H1_GWOSC_16KHZ_R1-1264316101-32.hdf5
367,GW200129_065458,GWTC-3-confident,H,H1,GWOSC,16384.0,4096.0,1264314069.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200129_065458/v1/H-H1_GWOSC_16KHZ_R1-1264314069-4096.hdf5
368,GW200129_065458,GWTC-3-confident,L,L1,GWOSC,16384.0,32.0,1264316101.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200129_065458/v1/L-L1_GWOSC_16KHZ_R1-1264316101-32.hdf5
369,GW200129_065458,GWTC-3-confident,L,L1,GWOSC,16384.0,4096.0,1264314069.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200129_065458/v1/L-L1_GWOSC_16KHZ_R1-1264314069-4096.hdf5
370,GW200129_065458,GWTC-3-confident,V,V1,GWOSC,16384.0,32.0,1264316101.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200129_065458/v1/V-V1_GWOSC_16KHZ_R1-1264316101-32.hdf5
371,GW200129_065458,GWTC-3-confident,V,V1,GWOSC,16384.0,4096.0,1264314069.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200129_065458/v1/V-V1_GWOSC_16KHZ_R1-1264314069-4096.hdf5
372,GW200202_154313,GWTC-3-confident,H,H1,GWOSC,16384.0,32.0,1264693396.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200202_154313/v1/H-H1_GWOSC_16KHZ_R1-1264693396-32.hdf5
373,GW200202_154313,GWTC-3-confident,H,H1,GWOSC,16384.0,4096.0,1264691364.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200202_154313/v1/H-H1_GWOSC_16KHZ_R1-1264691364-4096.hdf5
374,GW200202_154313,GWTC-3-confident,L,L1,GWOSC,16384.0,32.0,1264693396.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200202_154313/v1/L-L1_GWOSC_16KHZ_R1-1264693396-32.hdf5
375,GW200202_154313,GWTC-3-confident,L,L1,GWOSC,16384.0,4096.0,1264691364.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200202_154313/v1/L-L1_GWOSC_16KHZ_R1-1264691364-4096.hdf5
376,GW200202_154313,GWTC-3-confident,V,V1,GWOSC,16384.0,32.0,1264693396.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200202_154313/v1/V-V1_GWOSC_16KHZ_R1-1264693396-32.hdf5
377,GW200202_154313,GWTC-3-confident,V,V1,GWOSC,16384.0,4096.0,1264691364.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200202_154313/v1/V-V1_GWOSC_16KHZ_R1-1264691364-4096.hdf5
378,GW200208_130117,GWTC-3-confident,H,H1,GWOSC,16384.0,32.0,1265202080.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200208_130117/v1/H-H1_GWOSC_16KHZ_R1-1265202080-32.hdf5
379,GW200208_130117,GWTC-3-confident,H,H1,GWOSC,16384.0,4096.0,1265200048.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200208_130117/v1/H-H1_GWOSC_16KHZ_R1-1265200048-4096.hdf5
380,GW200208_130117,GWTC-3-confident,L,L1,GWOSC,16384.0,32.0,1265202080.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200208_130117/v1/L-L1_GWOSC_16KHZ_R1-1265202080-32.hdf5
381,GW200208_130117,GWTC-3-confident,L,L1,GWOSC,16384.0,4096.0,1265200048.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200208_130117/v1/L-L1_GWOSC_16KHZ_R1-1265200048-4096.hdf5
382,GW200208_130117,GWTC-3-confident,V,V1,GWOSC,16384.0,32.0,1265202080.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200208_130117/v1/V-V1_GWOSC_16KHZ_R1-1265202080-32.hdf5
383,GW200208_130117,GWTC-3-confident,V,V1,GWOSC,16384.0,4096.0,1265200048.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200208_130117/v1/V-V1_GWOSC_16KHZ_R1-1265200048-4096.hdf5
384,GW200208_222617,GWTC-3-confident,H,H1,GWOSC,16384.0,32.0,1265235980.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200208_222617/v1/H-H1_GWOSC_16KHZ_R1-1265235980-32.hdf5
385,GW200208_222617,GWTC-3-confident,H,H1,GWOSC,16384.0,4096.0,1265233948.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200208_222617/v1/H-H1_GWOSC_16KHZ_R1-1265233948-4096.hdf5
386,GW200208_222617,GWTC-3-confident,L,L1,GWOSC,16384.0,32.0,1265235980.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200208_222617/v1/L-L1_GWOSC_16KHZ_R1-1265235980-32.hdf5
387,GW200208_222617,GWTC-3-confident,L,L1,GWOSC,16384.0,4096.0,1265233948.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200208_222617/v1/L-L1_GWOSC_16KHZ_R1-1265233948-4096.hdf5
388,GW200208_222617,GWTC-3-confident,V,V1,GWOSC,16384.0,32.0,1265235980.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200208_222617/v1/V-V1_GWOSC_16KHZ_R1-1265235980-32.hdf5
389,GW200208_222617,GWTC-3-confident,V,V1,GWOSC,16384.0,4096.0,1265233948.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200208_222617/v1/V-V1_GWOSC_16KHZ_R1-1265233948-4096.hdf5
390,GW200209_085452,GWTC-3-confident,H,H1,GWOSC,16384.0,32.0,1265273695.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200209_085452/v1/H-H1_GWOSC_16KHZ_R1-1265273695-32.hdf5
391,GW200209_085452,GWTC-3-confident,H,H1,GWOSC,16384.0,4096.0,1265271663.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200209_085452/v1/H-H1_GWOSC_16KHZ_R1-1265271663-4096.hdf5
392,GW200209_085452,GWTC-3-confident,L,L1,GWOSC,16384.0,32.0,1265273695.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200209_085452/v1/L-L1_GWOSC_16KHZ_R1-1265273695-32.hdf5
393,GW200209_085452,GWTC-3-confident,L,L1,GWOSC,16384.0,4096.0,1265271663.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200209_085452/v1/L-L1_GWOSC_16KHZ_R1-1265271663-4096.hdf5
394,GW200209_085452,GWTC-3-confident,V,V1,GWOSC,16384.0,32.0,1265273695.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200209_085452/v1/V-V1_GWOSC_16KHZ_R1-1265273695-32.hdf5
395,GW200209_085452,GWTC-3-confident,V,V1,GWOSC,16384.0,4096.0,1265271663.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200209_085452/v1/V-V1_GWOSC_16KHZ_R1-1265271663-4096.hdf5
396,GW200210_092254,GWTC-3-confident,H,H1,GWOSC,16384.0,32.0,1265361777.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200210_092254/v1/H-H1_GWOSC_16KHZ_R1-1265361777-32.hdf5
397,GW200210_092254,GWTC-3-confident,H,H1,GWOSC,16384.0,4096.0,1265359745.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200210_092254/v1/H-H1_GWOSC_16KHZ_R1-1265359745-4096.hdf5
398,GW200210_092254,GWTC-3-confident,L,L1,GWOSC,16384.0,32.0,1265361777.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200210_092254/v1/L-L1_GWOSC_16KHZ_R1-1265361777-32.hdf5
399,GW200210_092254,GWTC-3-confident,L,L1,GWOSC,16384.0,4096.0,1265359745.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200210_092254/v1/L-L1_GWOSC_16KHZ_R1-1265359745-4096.hdf5
400,GW200210_092254,GWTC-3-confident,V,V1,GWOSC,16384.0,32.0,1265361777.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200210_092254/v1/V-V1_GWOSC_16KHZ_R1-1265361777-32.hdf5
401,GW200210_092254,GWTC-3-confident,V,V1,GWOSC,16384.0,4096.0,1265359745.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200210_092254/v1/V-V1_GWOSC_16KHZ_R1-1265359745-4096.hdf5
402,GW200216_220804,GWTC-3-confident,H,H1,GWOSC,16384.0,32.0,1265926087.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200216_220804/v1/H-H1_GWOSC_16KHZ_R1-1265926087-32.hdf5
403,GW200216_220804,GWTC-3-confident,H,H1,GWOSC,16384.0,4096.0,1265924055.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200216_220804/v1/H-H1_GWOSC_16KHZ_R1-1265924055-4096.hdf5
404,GW200216_220804,GWTC-3-confident,L,L1,GWOSC,16384.0,32.0,1265926087.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200216_220804/v1/L-L1_GWOSC_16KHZ_R1-1265926087-32.hdf5
405,GW200216_220804,GWTC-3-confident,L,L1,GWOSC,16384.0,4096.0,1265924055.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200216_220804/v1/L-L1_GWOSC_16KHZ_R1-1265924055-4096.hdf5
406,GW200216_220804,GWTC-3-confident,V,V1,GWOSC,16384.0,32.0,1265926087.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200216_220804/v1/V-V1_GWOSC_16KHZ_R1-1265926087-32.hdf5
407,GW200216_220804,GWTC-3-confident,V,V1,GWOSC,16384.0,4096.0,1265924055.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200216_220804/v1/V-V1_GWOSC_16KHZ_R1-1265924055-4096.hdf5
408,GW200219_094415,GWTC-3-confident,H,H1,GWOSC,16384.0,32.0,1266140658.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200219_094415/v1/H-H1_GWOSC_16KHZ_R1-1266140658-32.hdf5
409,GW200219_094415,GWTC-3-confident,H,H1,GWOSC,16384.0,4096.0,1266138626.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200219_094415/v1/H-H1_GWOSC_16KHZ_R1-1266138626-4096.hdf5
410,GW200219_094415,GWTC-3-confident,L,L1,GWOSC,16384.0,32.0,1266140658.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200219_094415/v1/L-L1_GWOSC_16KHZ_R1-1266140658-32.hdf5
411,GW200219_094415,GWTC-3-confident,L,L1,GWOSC,16384.0,4096.0,1266138626.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200219_094415/v1/L-L1_GWOSC_16KHZ_R1-1266138626-4096.hdf5
412,GW200219_094415,GWTC-3-confident,V,V1,GWOSC,16384.0,32.0,1266140658.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200219_094415/v1/V-V1_GWOSC_16KHZ_R1-1266140658-32.hdf5
413,GW200219_094415,GWTC-3-confident,V,V1,GWOSC,16384.0,4096.0,1266138626.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200219_094415/v1/V-V1_GWOSC_16KHZ_R1-1266138626-4096.hdf5
414,GW200220_061928,GWTC-3-confident,H,H1,GWOSC,16384.0,32.0,1266214771.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200220_061928/v1/H-H1_GWOSC_16KHZ_R1-1266214771-32.hdf5
415,GW200220_061928,GWTC-3-confident,H,H1,GWOSC,16384.0,4096.0,1266212739.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200220_061928/v1/H-H1_GWOSC_16KHZ_R1-1266212739-4096.hdf5
416,GW200220_061928,GWTC-3-confident,L,L1,GWOSC,16384.0,32.0,1266214771.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200220_061928/v1/L-L1_GWOSC_16KHZ_R1-1266214771-32.hdf5
417,GW200220_061928,GWTC-3-confident,L,L1,GWOSC,16384.0,4096.0,1266212739.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200220_061928/v1/L-L1_GWOSC_16KHZ_R1-1266212739-4096.hdf5
418,GW200220_061928,GWTC-3-confident,V,V1,GWOSC,16384.0,32.0,1266214771.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200220_061928/v1/V-V1_GWOSC_16KHZ_R1-1266214771-32.hdf5
419,GW200220_061928,GWTC-3-confident,V,V1,GWOSC,16384.0,4096.0,1266212739.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200220_061928/v1/V-V1_GWOSC_16KHZ_R1-1266212739-4096.hdf5
420,GW200220_124850,GWTC-3-confident,H,H1,GWOSC,16384.0,32.0,1266238133.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200220_124850/v1/H-H1_GWOSC_16KHZ_R1-1266238133-32.hdf5
421,GW200220_124850,GWTC-3-confident,H,H1,GWOSC,16384.0,4096.0,1266236101.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200220_124850/v1/H-H1_GWOSC_16KHZ_R1-1266236101-4096.hdf5
422,GW200220_124850,GWTC-3-confident,L,L1,GWOSC,16384.0,32.0,1266238133.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200220_124850/v1/L-L1_GWOSC_16KHZ_R1-1266238133-32.hdf5
423,GW200220_124850,GWTC-3-confident,L,L1,GWOSC,16384.0,4096.0,1266236101.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200220_124850/v1/L-L1_GWOSC_16KHZ_R1-1266236101-4096.hdf5
424,GW200224_222234,GWTC-3-confident,H,H1,GWOSC,16384.0,32.0,1266618157.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200224_222234/v1/H-H1_GWOSC_16KHZ_R1-1266618157-32.hdf5
425,GW200224_222234,GWTC-3-confident,H,H1,GWOSC,16384.0,4096.0,1266616125.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200224_222234/v1/H-H1_GWOSC_16KHZ_R1-1266616125-4096.hdf5
426,GW200224_222234,GWTC-3-confident,L,L1,GWOSC,16384.0,32.0,1266618157.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200224_222234/v1/L-L1_GWOSC_16KHZ_R1-1266618157-32.hdf5
427,GW200224_222234,GWTC-3-confident,L,L1,GWOSC,16384.0,4096.0,1266616125.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200224_222234/v1/L-L1_GWOSC_16KHZ_R1-1266616125-4096.hdf5
428,GW200224_222234,GWTC-3-confident,V,V1,GWOSC,16384.0,32.0,1266618157.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200224_222234/v1/V-V1_GWOSC_16KHZ_R1-1266618157-32.hdf5
429,GW200224_222234,GWTC-3-confident,V,V1,GWOSC,16384.0,4096.0,1266616125.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200224_222234/v1/V-V1_GWOSC_16KHZ_R1-1266616125-4096.hdf5
430,GW200225_060421,GWTC-3-confident,H,H1,GWOSC,16384.0,32.0,1266645864.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200225_060421/v1/H-H1_GWOSC_16KHZ_R1-1266645864-32.hdf5
431,GW200225_060421,GWTC-3-confident,H,H1,GWOSC,16384.0,4096.0,1266643832.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200225_060421/v1/H-H1_GWOSC_16KHZ_R1-1266643832-4096.hdf5
432,GW200225_060421,GWTC-3-confident,L,L1,GWOSC,16384.0,32.0,1266645864.0,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200225_060421/v1/L-L1_GWOSC_16KHZ_R1-1266645864-32.hdf5
